17-05-2023 23:55:58 $ Using device='cuda'
17-05-2023 23:55:59 $ Experiment 1/6
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=ZCA2, num_unfrozen_layers=1, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Enable, batch=10/40, margin=0.2, num_epochs_in_step=1, num_epoch_steps=50
17-05-2023 23:56:39 $ loss = 4.19, ranking_loss = 1.91, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 2.05, accuracy = 0.59
18-05-2023 10:54:11 $ loss = 1.06, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:58:27 $ loss = 1.06, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:02:52 $ loss = 1.06, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:07:24 $ loss = 1.05, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:11:49 $ loss = 1.05, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:15:56 $ loss = 1.05, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:20:04 $ loss = 1.05, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 11:24:20 $ loss = 1.04, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:28:40 $ loss = 1.04, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:33:08 $ loss = 1.04, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:37:35 $ loss = 1.04, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:41:54 $ loss = 1.04, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 11:46:27 $ loss = 1.04, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:51:06 $ loss = 1.03, ranking_loss = 0.81, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:55:20 $ loss = 1.03, ranking_loss = 0.81, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 11:59:34 $ loss = 1.03, ranking_loss = 0.81, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 12:04:03 $ loss = 1.03, ranking_loss = 0.81, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:08:18 $ loss = 1.03, ranking_loss = 0.81, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:12:42 $ loss = 1.03, ranking_loss = 0.81, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:16:48 $ loss = 1.02, ranking_loss = 0.81, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:20:59 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:25:28 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:29:41 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:33:44 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 12:37:51 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 12:41:56 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 12:46:15 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 12:50:34 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 12:54:35 $ loss = 1.02, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 12:58:55 $ loss = 1.01, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 13:03:18 $ loss = 1.01, ranking_loss = 0.80, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 13:07:27 $ loss = 1.01, ranking_loss = 0.79, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 13:11:46 $ loss = 1.01, ranking_loss = 0.79, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 13:16:14 $ loss = 1.01, ranking_loss = 0.79, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 13:20:44 $ loss = 1.01, ranking_loss = 0.79, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 13:22:28 $ Experiment 5/6
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=ZCA2, num_unfrozen_layers=1, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Enable, batch=5/5, margin=0.2, num_epochs_in_step=1, num_epoch_steps=50
18-05-2023 13:28:09 $ loss = 2.27, ranking_loss = 0.40, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 1.68, accuracy = 0.62
18-05-2023 13:35:37 $ loss = 1.72, ranking_loss = 0.39, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 1.14, accuracy = 0.69
18-05-2023 13:43:07 $ loss = 1.52, ranking_loss = 0.38, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.95, accuracy = 0.72
18-05-2023 13:50:33 $ loss = 1.42, ranking_loss = 0.38, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.85, accuracy = 0.74
18-05-2023 13:57:56 $ loss = 1.35, ranking_loss = 0.37, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.79, accuracy = 0.75
18-05-2023 14:05:15 $ loss = 1.31, ranking_loss = 0.37, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.75, accuracy = 0.77
18-05-2023 14:12:40 $ loss = 1.28, ranking_loss = 0.37, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.72, accuracy = 0.77
18-05-2023 14:20:01 $ loss = 1.25, ranking_loss = 0.37, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.69, accuracy = 0.78
18-05-2023 14:27:20 $ loss = 1.23, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.67, accuracy = 0.78
18-05-2023 14:34:41 $ loss = 1.21, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.65, accuracy = 0.79
18-05-2023 14:41:57 $ loss = 1.19, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.63, accuracy = 0.80
18-05-2023 14:49:12 $ loss = 1.16, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.61, accuracy = 0.80
18-05-2023 14:56:31 $ loss = 1.15, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.60, accuracy = 0.81
18-05-2023 15:03:17 $ loss = 1.15, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.59, accuracy = 0.81
18-05-2023 15:09:50 $ loss = 1.13, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.58, accuracy = 0.81
18-05-2023 15:16:13 $ loss = 1.12, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.57, accuracy = 0.82
18-05-2023 15:22:31 $ loss = 1.11, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.56, accuracy = 0.82
18-05-2023 15:28:51 $ loss = 1.10, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.55, accuracy = 0.82
18-05-2023 15:35:11 $ loss = 1.09, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.54, accuracy = 0.83
18-05-2023 15:41:30 $ loss = 1.08, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.53, accuracy = 0.83
18-05-2023 15:47:45 $ loss = 1.07, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.52, accuracy = 0.83
18-05-2023 15:54:02 $ loss = 1.07, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.52, accuracy = 0.83
18-05-2023 16:00:20 $ loss = 1.06, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.51, accuracy = 0.84
18-05-2023 16:06:35 $ loss = 1.05, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.50, accuracy = 0.84
18-05-2023 16:12:51 $ loss = 1.04, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.49, accuracy = 0.84
18-05-2023 16:19:07 $ loss = 1.04, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.49, accuracy = 0.84
18-05-2023 16:25:24 $ loss = 1.03, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.48, accuracy = 0.85
18-05-2023 16:31:39 $ loss = 1.03, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.48, accuracy = 0.85
18-05-2023 16:37:53 $ loss = 1.01, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.47, accuracy = 0.85
18-05-2023 16:44:09 $ loss = 1.01, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.47, accuracy = 0.85
18-05-2023 16:50:25 $ loss = 1.01, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.46, accuracy = 0.85
18-05-2023 16:56:41 $ loss = 1.00, ranking_loss = 0.36, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.45, accuracy = 0.86
18-05-2023 17:02:54 $ loss = 1.00, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.45, accuracy = 0.85
18-05-2023 17:09:06 $ loss = 0.99, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.44, accuracy = 0.86
18-05-2023 17:15:19 $ loss = 0.98, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.44, accuracy = 0.86
18-05-2023 17:21:32 $ loss = 0.98, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.44, accuracy = 0.86
18-05-2023 17:27:44 $ loss = 0.98, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.43, accuracy = 0.86
18-05-2023 17:33:57 $ loss = 0.97, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.42, accuracy = 0.87
18-05-2023 17:40:07 $ loss = 0.97, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.42, accuracy = 0.87
18-05-2023 17:46:22 $ loss = 0.96, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.41, accuracy = 0.87
18-05-2023 17:52:36 $ loss = 0.96, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.41, accuracy = 0.87
18-05-2023 17:58:51 $ loss = 0.96, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.41, accuracy = 0.87
18-05-2023 18:05:06 $ loss = 0.95, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.41, accuracy = 0.87
18-05-2023 18:11:18 $ loss = 0.95, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.40, accuracy = 0.87
18-05-2023 18:17:32 $ loss = 0.94, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.40, accuracy = 0.88
18-05-2023 18:23:43 $ loss = 0.94, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.40, accuracy = 0.88
18-05-2023 18:29:55 $ loss = 0.94, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.40, accuracy = 0.88
18-05-2023 18:36:06 $ loss = 0.94, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.39, accuracy = 0.88
18-05-2023 18:42:20 $ loss = 0.93, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.39, accuracy = 0.88
18-05-2023 18:48:30 $ loss = 0.93, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.38, accuracy = 0.88
18-05-2023 18:49:58 $ Experiment 6/6
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=ZCA2, num_unfrozen_layers=1, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Disable, batch=5/5, margin=0.2, num_epochs_in_step=1, num_epoch_steps=50
18-05-2023 18:54:43 $ loss = 0.57, ranking_loss = 0.37, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 19:00:53 $ loss = 0.54, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 19:07:04 $ loss = 0.54, ranking_loss = 0.35, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 19:13:13 $ loss = 0.53, ranking_loss = 0.34, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 19:19:24 $ loss = 0.53, ranking_loss = 0.34, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 19:25:34 $ loss = 0.53, ranking_loss = 0.34, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 19:31:44 $ loss = 0.53, ranking_loss = 0.34, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 19:37:57 $ loss = 0.53, ranking_loss = 0.34, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 19:44:26 $ loss = 0.53, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 19:50:50 $ loss = 0.53, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 19:57:03 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:03:10 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:09:14 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:15:16 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:21:18 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:27:37 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:33:59 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:40:06 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:46:10 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:52:15 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 20:58:20 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.08
18-05-2023 21:04:23 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:10:26 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:16:28 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:22:32 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:28:35 $ loss = 0.52, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:34:46 $ loss = 0.52, ranking_loss = 0.33, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:41:28 $ loss = 0.52, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:48:28 $ loss = 0.52, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 21:55:31 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:02:36 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 22:09:44 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:16:53 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:24:01 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:31:12 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:38:22 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:45:32 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:52:43 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 22:59:53 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 23:07:06 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 23:14:14 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 23:21:25 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 23:28:35 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 23:35:47 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.10
18-05-2023 23:43:01 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 23:50:13 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
18-05-2023 23:57:23 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
19-05-2023 00:04:33 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
19-05-2023 00:11:39 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
19-05-2023 00:18:45 $ loss = 0.51, ranking_loss = 0.32, regularization_loss = 0.00, independence_loss = 0.19, classification_loss = 0.00, accuracy = 0.09
